Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Target
0.6158683900042634,-0.4073205986348015,-0.09989974054690931,2.6231731024938205,2.298729508544938,0.3451268141386191,0.4305183373517333,0.8985017321033248,0.503313267986489,2.165760605806032,0
-1.2837226110162334,0.13903879579986447,2.161803301352084,0.6537137902714534,1.1677377330222274,0.9034597091786781,1.9182602358991983,0.17501290764021604,0.8564676850095654,0.9127729112740941,1
-2.6072402935120316,-0.32620214327686325,-1.1142970962994914,0.2928350422884229,-0.9759955133572248,-0.45630037661971345,-0.30677201012681066,-2.154024638081944,-1.9942686753814813,-0.08011842806856562,0
-0.9162031428966502,-3.041023680385517,-1.2661707991626472,0.13849154108909068,-1.6101100352076387,-0.9317109735149212,-1.8677568439227765,-3.294022762412268,-1.4256850351104817,-1.7309144354802006,1
-1.6107705171267725,0.7625790383622382,-2.2922604594378124,-2.813190586033148,-1.1129465999044625,-1.3427049282548844,-2.0526395533892723,-2.195856704923018,-1.1273746058629284,-1.3058389622558666,1
1.5338923809595173,-1.1676331335023529,-0.2726704718956816,-0.7544812441939026,0.34118297122817165,-0.688757109435242,-0.22571652016524657,-0.1667316086003645,0.23040382164698434,-0.36797335682913573,1
-2.8597307705824497,1.0651377910275435,0.2847575803077367,-0.11422186933889811,-1.1267496696715633,-0.7480537325252313,-0.9274188538004238,0.31033459544441094,-0.9006809798849065,-0.905022435229357,0
-1.6553662503652442,0.4008135980624621,-0.12209761929799723,2.700726086982393,-0.4302138230249403,2.0370462809836556,-1.041775194232125,1.1677724235651574,-1.3674372352838418,-0.6145256186069827,0
1.2353211196204334,-0.3926195253751087,0.3855685797134435,-1.6359132842283728,-0.7559304572644673,-0.43911885890385627,-0.0016252136487251434,-1.375691192958087,-2.887600232990832,-0.4899164075242532,1
-0.15708107500196047,-3.0001770876785336,-1.0900509166481949,0.026370232594892185,-1.3339629796754557,-1.569731579056655,-1.341912318763101,-1.9646764426511725,-2.46481584702913,-0.9329844570340645,0
2.1319213119631817,0.7992285760287655,0.7461057210259913,0.8325579310852269,2.81313313286699,0.48580055143468687,1.075078458589362,1.079346913689759,0.5271285102462724,1.6760948960216437,1
-1.8139724151550085,-1.1187922275438122,-0.20482636017429823,0.910962408681406,-0.008695392359988174,0.5291063572246096,-1.884610668053745,-0.6346272388471597,-0.8392757251458789,-1.2175457082582963,0
-1.1875863728423286,-2.2271422695218854,0.8739825631847985,0.7649551203298006,-2.006230002388066,-1.003815832917644,-0.5339705703372292,-2.0180251613101627,-1.2536256733203173,-1.8755239243249604,1
0.41832703956801354,-0.003788634639455668,2.3532668715671727,1.8220972018828698,-0.032247230212039346,-0.15962080244484,0.7639525105558984,0.3125306625086902,0.8182101541945122,-0.557258684221325,0
-0.24210162440487615,-0.09694993185129494,0.05894730603087278,0.4059126027879407,0.16932750759533471,-0.24969558437146822,0.33121390794910943,0.3541054941676494,-0.13638622690798974,0.7729493058999768,0
-0.5851300136049479,0.6180193170357688,-0.9226650564254668,-1.386802065599434,-2.1322330683599353,-1.8690054163269068,-1.7909198815638163,-2.2902245060771858,-2.880858709395775,-0.7223702221841568,1
1.5310248884592053,1.9527486948130652,0.05196749326484426,1.6173125998546551,2.220540303276146,2.3308044916322586,1.5497551749488898,0.2753002525237789,1.613862385805986,1.4463023417880845,0
0.16809912334180246,-2.146472019675425,1.7387496952165278,1.3187997753573808,0.9202821488802918,2.200604947939247,-0.7595827589534763,0.1873304657283249,0.30644763415535436,0.6253802763456966,0
-0.17461531168111377,2.7223514945698817,-2.0809780035079664,1.5883307192782876,0.3679625868836811,-0.48793526565488143,-1.7881113996977427,-0.7496942191715892,0.21111010781039685,-0.0669775756717062,0
-0.08108384980663481,-0.5938688758579769,1.7011380368897,-2.645891787382072,-0.9616289188905917,-1.1563717143824728,-1.6475240250868937,-0.09461030719486563,-0.10454433960925269,-1.3486761509165521,1
0.41969028755620186,0.6482256612317895,1.4838437557894477,-0.3548662641480267,-0.5672719791034648,-0.16381843108473884,0.5868328367589879,1.182455261838343,0.5504093390903055,-0.18803681336205735,1
-1.387243381423658,-3.0611687597542794,0.5198080361963553,0.3588671617374041,0.0038891322719712684,1.2697731160076073,0.4731577218683798,0.26784067596472083,-1.7199652615796197,-0.931539493664719,0
-0.9190904496259953,-0.11559752593305028,-0.542826983062637,-0.47785337262040983,0.08629406650266636,1.230577864906754,0.4806420407452525,-0.15012853428623707,0.6839335109337491,1.064927641245806,0
-0.6986846771767239,0.10463715814706215,-1.0693920270427637,-1.9584189087294939,-1.3082586927760516,0.21550827865492983,-0.3054768354838937,-0.9949834737921021,-1.8804701781596835,0.6369834886967406,1
0.9318629355006751,-1.5738743457166398,-0.8380312216417168,0.035925126911198424,-0.8058828769367069,-0.37128760986978093,-0.5387067703620685,-0.10969690913604,-0.1718792673775544,0.3273462051873452,1
-0.7551247282581632,-0.6328244151257865,-0.6504186221837567,-1.881614952536432,-0.4736947445082663,-2.294712727869485,-2.859681246667588,-0.9333109875637504,-1.7147795458251438,-1.4959434895276966,0
0.045482427789246105,0.1428647577908933,3.7354734014510376,0.11471497817648058,1.8114437749688983,-0.7861230796443065,-0.2520039057360852,0.30596120855615894,0.236306026331062,1.2562301714981507,0
1.0860024449446921,0.20125848794144147,-2.100086914152089,-0.5311979064191524,0.13370438223312586,0.7137412113118115,-0.8001669844856097,0.11517891001718417,-0.19221992098894347,0.2508514665442055,1
